board_hash,value
('74706655924513106171-1', 0),0.4430515712
('-23441177413350787861-1', 0),0.441776502784
('79893011842152093311', 0),0.44136848089088
('30380285200041107671-1', 0),0.3401740462128911
('897016874233995016111', 0),0.3441672436835492
('792957621939994800311', 5),0.24927042734774468
('-45064451713283117411-1', 2),0.025439091672853176
('-480346213355074206711', 2),0.3
('-25301625554776575311-1', 0),0.396
('-10736353299069052691-1', 0),0.42672
('691116759139742125811', 0),0.4365504
('-13499146407817566031-1', 0),0.405826778906624
('-568584341914620022411', 0),0.33482262909984034
('-41379096432550152801-1', 0),0.17838915102271713
('78339316110681375851-1', 0),0.14707214926012266
('84306714741459162571-1', 0),0.13459492507987908
('-40433282733890659111-1', 0),0.7999999999999999
('79166896303768848581-1', 0),0.5823798444763172
('25842840195329011201-1', 0),0.5113168776712366
('6840621345023902034-11', 0),0.0028340656111812295
('2556049803025708914-11', 0),6.7776394318457326e-34
('-9195582368693983701-1', 0),3.1385301586707713e-06
('7141600610604456131-11', 2),0.3200689897994463
('-87359689972042769811-1', 0),6.749095343770718e-05
('-56661885955903084931-1', 0),0.62
('35001730982158943811-1', 0),0.4984
('-44673090354346022041-1', 2),0.459488
('-699811732998173661111', 0),0.44703616
('78268830804048531591-1', 2),0.4430515712
('34447557493324470771-1', 0),0.441776502784
('51169023328517107141-1', 0),0.44136848089088
('239680264584516082911', 0),0.40592551071288135
('15080135512294229991-1', 0),0.29630402858562055
('-561578970977219387711', 0),0.3084101879428019
('2104668415756019621-1', 0),0.0721381410119272
('7093255576381576945-11', 1),0.18
('-8336559351097989411-11', 0),0.372901913341277
('-17502553490601252331-1', 0),0.057409252004181885
('-28276813998521543941-1', 0),0.05312089478803301
('-32325466936213621841-1', 0),0.055410970455443895
('87485954884240011021-1', 0),0.06206260294485078
('911116069757025189011', 2),0.3
('22168513200180383811-1', 0),0.386897152
('-19470878496148461091-1', 0),0.42672
('-61521589282437968741-1', 0),0.4365504
('751757715189694309211', 1),0.439696128
('-42644853375597741511-1', 0),0.3464948944087611
('-1179812684815889152-11', 1),0.40545277401348184
('-58831432303854081421-1', 0),0.03549266440913951
('22830895973521010391-1', 0),0.031225578931541546
('115138510630988790711', 2),0.3
('-699086343772861613211', 0),0.20361700185835963
('-27079232622620250731-1', 0),0.09826271871434294
('17260046050831197331-1', 0),0.056070583202586434
('-29987320515063054151-1', 2),0.0895755994993571
('-4506445171328311741-11', 0),0.070783484030707
('-505562294362528879-11', 1),0.3
('-2377439816503510047-11', 0),0.396
('17777338513242874441-1', 3),0.42672
('-906373039538707800711', 0),0.4365504
('-91522133830000708961-1', 0),0.381997348864
('18034560794794808761-1', 2),0.44070276096
('45696070386665618701-1', 0),0.3649295412593517
('108503081392157762811', 2),0.44112796272230403
('593953846318306767-11', 1),0.3
('-37098934460561497411', 2),0.37896848089088003
('-732537374701542997711', 2),0.38228442561045334
('73651377026624457961-1', 0),0.016635575527653598
('19046769159787780901-1', 1),0.28010559451375233
('-8275809988086288508-11', 1),0.3
('-21844292896340274761-1', 1),0.396
('-44115610616656549531-1', 0),0.21464425122043254
('6611463300180578421-11', 4),0.4365504
('-919558236869398370-11', 0),0.038037724894530556
('-18735604304216607611-1', 0),0.04755218546223691
('23191345380927154251-1', 1),0.2612783452477841
('792957621939994800311', 2),0.19543620416543217
('-395089105831095295811', 3),0.3
('-81123259055934590401-1', 0),0.38463616
('-47254252811201444011-1', 2),0.42672
('885379157874817896111', 0),0.38399732722892804
('-91236104854397846961-1', 0),0.28862745042674337
('-32884304153881976681-1', 1),0.44070276096
('905997187811749301111', 1),0.37766905527579253
('73429237263754891961-1', 0),0.08165152639725698
('-9910535339010444041-1', 4),0.18276931568037819
('681251003412195726611', 0),0.3
('-1149377406530858661-1', 0),0.396
('87419197679049267021-1', 0),0.42672
('-85726269577028783131-1', 1),0.4365504
('-48773545454434130271-1', 0),0.439696128
('-52895193949717056021-1', 2),0.44070276096
('-2522855399270926827-11', 0),0.44102488350720004
('-37863596700515713201-1', 3),0.44112796272230403
('-680357422764962036511', 0),0.4411609480711373
('27926120016829377811-1', 2),0.3800305868014059
('190467691597877809011', 0),0.3261759222328973
('-9201276615399031941-11', 1),0.3
('-2262040223333997393-11', 0),0.396
('27972196034503635761-1', 0),0.40496499712000006
('-80073132893602938451-1', 0),0.33200778321920005
('-268117880007222442711', 0),0.3265968381305808
('-14193899704274532811-1', 0),0.11989057357714648
('-52698140255170232121-1', 0),0.09423340835091447
('-18630741741178045881-1', 0),0.07778119517925622
('4926995487893885421-1', 2),0.1765030414626143
('65933939688291892681-1', 0),0.05933719972045328
('-24027173982799861151-1', 0),0.76112
('-46566906119323274641-1', 2),0.4984
('345003017005942435711', 0),0.4288180736
('-44489401442145237941-1', 0),0.41525785600000004
('47236817272045209851-1', 4),0.4430515712
('19859732476361715111', 0),0.2728217400754045
('50314308035202751181-1', 0),0.15477887121907363
('-19919500791833527301-1', 0),0.13192972684716514
('792957621939994800311', 1),0.17630453432574347
('83134950641425534061-1', 0),0.6920000000000001
('3990554188768256371-1', 0),0.4984
('-67992329502036678201-1', 0),0.459488
('36081045147947124651-1', 0),0.44703616
('58891126090097599341-1', 1),0.4430515712
('45552775414183354341-1', 1),0.441776502784
('-170690149470291765711', 0),0.44136848089088
('74691956326362905451-1', 0),0.4412379138850816
('-3639363926076929786-11', 2),0.44119613244322614
('15880465369477047281-1', 0),0.3809988899202727
('2217731064944397551-11', 0),0.3139475345064358
('19046769159787780901-1', 4),0.11914477171557677
('-8354826768908494309-11', 1),0.3
('10625149834931690231-1', 0),0.377296128
('-1340588557269827431-1', 2),0.42672
('89440966079224692951-1', 0),0.3965653635072
('442663118006682359311', 3),0.439696128
('2636055060424678341-1', 0),0.2963755940644087
('49269954878938854211', 3),0.3892373087597007
('-7842311110540656197-11', 1),0.3
('-8758371051227863227-11', 0),0.396
('70427895450912683011', 1),0.42672
('73020035441431583671-1', 0),0.3402679694633206
('83629953833549309141-1', 0),0.37361421312000004
('-82694702972636379441-1', 1),0.44070276096
('-29743480148642876511-1', 0),0.40036515127296
('-753677206325266721-11', 2),0.44112796272230403
('-63722914344935186071-1', 0),0.34727027513742204
('23846560491230004931-1', 3),0.44117150338276395
('85379095366259109341-1', 0),0.40587643203225465
('1904676915978778090-11', 3),0.3825194619289505
('-7395659046161240289-11', 1),0.3
('5640867819471724407-11', 0),0.3216350830917953
('-27204835674977390031-1', 0),0.06477744790615672
('22382994898054268451-1', 1),0.1455538149758486
('4270007622779794551-1', 0),0.06541020688753976
('-5227580952119817858-11', 1),0.13519367044356614
('-702108464915329326611', 0),0.3
('-73222848979312437271-1', 2),0.396
('811828749292271761711', 0),0.39745745792702875
('-909866067117039104111', 4),0.4365504
('49299397515499217381-1', 0),0.12051333045767615
('5297203131666296161-1', 0),0.7999999999999999
('86083121738873034101-1', 0),1.2765037882485059e-05
('41150138657146835411', 2),0.459488
('-80327088293322275801-1', 0),0.3512258535438597
('82857963344131123591-1', 0),0.34424804240746093
('-2404412120808480191-1', 0),0.2923883317739389
('40200890257745333251-1', 0),0.2546171836512158
('-91613545346364010391-1', 0),0.29904463084555194
('81540846071789055021-1', 1),0.36085042506831766
('-67706457727388076361-1', 0),0.33361667331302003
('-8009595426147556354-11', 4),0.4411784839621864
('11152226213943728151-1', 0),0.03890746034016315
('-522758095211981785811', 2),0.10519142558026978
('239477235537368075811', 0),0.18
('36285515313892177631-1', 0),0.42744826880000003
('725434837403807350-11', 0),0.368059119616
('-23035020061819592601-1', 0),0.33726611608371204
('85667641521383274261-1', 0),0.3092705632446055
('74612516663904344591-1', 0),0.289739275054796
('47067730783710246411-1', 2),0.44102488350720004
('17768802800189924791-1', 0),0.40604525852426243
('-564547104201300838811', 0),0.32343956018303843
('-11798126848158891521-1', 0),0.038308549316889755
('-58831432303854081421-1', 4),0.10293157126871175
('46070570331704678341-1', 0),0.7999999914046461
('2913867806084738128-11', 0),0.46251904
('8144701331822776971-1', 0),0.3818966528
('-57182534402501603191-1', 0),0.339230918656
('60048169798066278611-1', 0),0.31282421007319045
('55120110700887848571-1', 0),0.32373165610093774
('12467401216403410301-1', 1),0.3883881807773696
('72877614091059140941-1', 0),0.3731998478655292
('71516774403699621541-1', 0),0.3529477365030537
('-13890464115188432681-1', 0),0.37765293311007664
('221773106494439755111', 0),0.28613967830564513
('19046769159787780901-1', 0),0.014583090376911058
('4942055151705162718-11', 1),0.3
('-1828981812563865324-11', 2),0.396
('-546514339568864311611', 0),0.352032
('73443347807772704781-1', 5),0.4365504
('-784267490456010803711', 0),0.3102209242193433
('-75378826216776648611-1', 0),0.11446605145494587
('-90752406870558345761-1', 0),0.09659440568283174
('10850308139215776281-1', 5),0.3059367821687655
('-67021410817720515811', 2),0.3
('61904769577834633391-1', 1),0.396
('52837554762528500811-1', 1),0.42672
('-8529051745273115816-11', 0),0.4365504
('91259266712988371501-1', 0),0.439696128
('-509051282907375733-11', 1),0.40579013746688003
('66684539075228361541-1', 2),0.1829789151541311
('-63017805206032625001-1', 0),0.08638315145532231
('-450644517132831174111', 5),0.1122587537778055
('-8238028461843335664-11', 1),0.3
('-1052158492438887031-1', 1),0.396
('-88620672656927591091-1', 1),0.42672
('-419185478843425869-11', 0),0.4365504
('-54568399097281995351-1', 0),0.439696128
('80089225133715268181-1', 0),0.44070276096
('-7615128718011712170-11', 2),0.44102488350720004
('2111366702879496957-11', 1),0.44112796272230403
('8970168742339950161-11', 1),0.4411609480711373
('7929576219399948003-11', 0),0.11807670566489577
('45415310595963832291-1', 0),0.76112
('23086653340911653661-1', 0),0.5558464000000001
('31007450868341181021-1', 3),0.459488
('68455896917827674601-1', 0),0.3381071394099692
('3612362304379967151-1', 1),0.429488502784
('-45929850951023766571-1', 1),0.43743632089088
('-234537547232570571811', 1),0.405133466728009
('33233637384626840261-1', 1),0.2191631498090856
('-67793831578375049571-1', 0),0.09230196642748668
('57762989642467826581-1', 0),0.62
('-73411010043550668761-1', 4),0.4984
('343215854197160114811', 0),0.459488
('54499273083304919551-1', 0),0.44703616
('-59802733567727477471-1', 1),0.4430515712
('-44873454505223901001-1', 0),0.441776502784
('8725175858541936353-11', 4),0.44136848089088
('66863246250697309041-1', 0),0.4412379138850816
('89248378790855745711', 0),0.44119613244322614
('58279783918037049901-1', 3),0.4411827623818324
('-36054897377250392281-1', 0),0.4411784839621864
('-677938315783750495711', 0),0.26050189875687524
('-45487898704545563711-1', 0),0.08216382774237731
('-522758095211981785811', 3),0.1684918469207142
('57324714995687511511-1', 0),0.62
('5885169537330404121-1', 0),0.4984
('-63964741441346517121-1', 1),0.459488
('29440981071413938091-1', 0),0.44703616
('-8485360205477971926-11', 0),0.4430515712
('256235237461253020511', 3),0.441776502784
('-40886224939177432801-1', 0),0.406597591318528
('-56403514832405925101-1', 0),0.3948539775529779
('-282768139985215439411', 0),0.3259245300235975
('-32325466936213621841-1', 4),0.1444486881046269
('-677299468497071412611', 2),0.3
('-85857159287417866221-1', 2),0.396
('-143932472664987436511', 4),0.42672
('-64194575269783132191-1', 0),0.3781532529328902
('533687430776224353411', 0),0.2994389056685853
('42557851957942614641-1', 0),0.015816354434976455
('-68146332464776349491-1', 0),0.018266871715729632
('39600485437354741361-1', 0),0.0345606798119138
('-522758095211981785811', 1),0.11985341123420806
('359138995077201839011', 0),0.27599999999999997
('41697986560853724241-1', 0),0.2840288181583872
('-9906630424201435791-1', 0),0.2944161063634207
('16173864461001203941-1', 0),0.2818803388439361
('8278193216093966371-1', 0),0.28140232063936954
('-835472890013536015011', 2),0.38495407858907615
('53368743077622435341-1', 2),0.44102488350720004
('42557851957942614641-1', 4),0.2281300369759692
('4525920949647472577-11', 1),0.3
('138989387375595594011', 2),0.396
('-37072983694140179931-1', 0),0.3925824
('26210780707704075521-1', 0),0.4365504
('185897948293505581-1', 2),0.439696128
('-4923549830028805511-1', 1),0.44070276096
('590281239939959542511', 0),0.44102488350720004
('76707056597161219251-1', 0),0.3802022121831125
('1726004605083119733-11', 0),0.3332282342677647
('-29987320515063054151-1', 0),0.0531665287342445
('-14518914259372562751-1', 0),0.05616420084232332
('84089780239966725591-1', 0),0.6920000000000001
('60005184941059205571-1', 0),0.4984
('73708337374180878161-1', 0),0.459488
('2126984533870091621-1', 0),0.44703616
('91062151995005335141-1', 2),0.4430515712
('74359235874853965861-1', 0),0.441776502784
('537758596668473300511', 0),0.44136848089088
('51276606501838731541-1', 1),0.4412379138850816
('-45760106582079135341-1', 2),0.44119613244322614
('63277799499430141481-1', 0),0.4411827623818324
('8210023982984072976-11', 0),0.4411784839621864
('-1451891425937256275-11', 2),0.39441984444133005
('7376776420537834581-11', 1),0.3
('-2431838621953929144-11', 0),0.396
('55817882030165961211-1', 0),0.382752
('59756387800823861581-1', 0),0.4365504
('62245643271031162231-1', 2),0.439696128
('699344867852630232611', 0),0.44070276096
('-1878241197856499471-1', 3),0.44102488350720004
('-76429604706490397031-1', 0),0.44112796272230403
('416880925609364741911', 0),0.4411609480711373
('-13012095675529448441-1', 0),0.3605748246699722
('9386173922159588061-1', 0),0.4411748810824845
('75915518915782731361-1', 2),0.441175961946395
('55168549823632967971-1', 0),0.76112
('-22374781856910022981-1', 0),0.4245312
('56712756753273595021-1', 0),0.36134784000000003
('11071948177898212431-1', 1),0.44703616
('3141773952411856348-11', 2),0.4430515712
('44179150269674085261-1', 0),0.441776502784
('162526101761691264911', 0),0.408118278176768
('-136802698424578739611', 0),0.2729127237235207
('78759968111821959931-1', 1),0.3218773450292519
('59494485473987992281-1', 0),0.08619359540095285
('90599718781174930111-1', 0),0.08867798615133043
('-9910535339010444041-1', 2),0.18795800076336164
('75753278364893602011', 1),0.3
('71745869549673335961-1', 1),0.396
('-7374437601549134233-11', 1),0.42672
('69683616029358215931-1', 3),0.4365504
('84479627052828721301-1', 0),0.439696128
('-4765143552581313947-11', 0),0.44070276096
('-32732217859186126261-1', 2),0.44102488350720004
('-7485170212710226162-11', 0),0.44112796272230403
('-653438304524143442411', 0),0.4411609480711373
('905997187811749301111', 0),0.3183976024279199
('73429237263754891961-1', 1),0.12728470258380628
('51376456648989775981-1', 5),0.62
('81651317989465432321-1', 0),0.49744
('-270798606948837275111', 2),0.459488
('88435764185836036131-1', 0),0.44607420293120004
('-278727021551804460011', 0),0.38730821224038403
('31899145890385575491-1', 3),0.441776502784
('-57795792747156209531-1', 0),0.21179130371692392
('-89344009200323273991-1', 1),0.3839087557346012
('12057437935895733411', 0),0.3
('-1786682499309235401-1', 1),0.396
('10850733132289273031-1', 1),0.42672
('-23588924899991975241-1', 0),0.4365504
('-51578577210719716971-1', 0),0.439696128
('934870323654731130-11', 5),0.44070276096
('82751068794519644781-1', 0),0.44102488350720004
('-477352732713292097-11', 2),0.44112796272230403
('-272048356749773900311', 0),0.2748513272143908
('22382994898054268451-1', 0),0.06099286730253731
('-450644517132831174111', 3),0.07288369544659658
('9605557371548275881-1', 0),0.62
('-67958460696349354321-1', 1),0.4984
('494792114949066133-11', 0),0.459488
('-550958345481701850711', 0),0.44703616
('-33049541493594345491-1', 0),0.410090473472
('-26882952383000992861-1', 0),0.39629485318144
('-4515783089865316191-1', 0),0.4061074908823945
('21113667028794969571-1', 0),0.3946971454134152
('-195586245828946912511', 0),0.33818884320834813
('82218420708616953641-1', 1),0.0490191273930804
('-34601425635139446581-1', 0),0.62
('-71269237598836168231-1', 0),0.4984
('-4481108684441807401-1', 1),0.459488
('-27612897236475289711-1', 0),0.44703616
('8310489610081554181-1', 4),0.4430515712
('-4875170488098834524-11', 0),0.441776502784
('-7157349495672022206-11', 1),0.44136848089088
('17138431669435210391-1', 0),0.33175788827532854
('76213892734664971971-1', 0),0.32413242058129793
('-67451896791637916481-1', 0),0.3112346183894785
('-323254669362136218411', 0),0.2716349797531202
('-89625311116656821121-1', 0),0.62
('-23800917855172902701-1', 0),0.4984
('-739551666185650584611', 4),0.459488
('82752332529348073301-1', 4),0.44703616
('-594343556310323378411', 0),0.34739352383623007
('-435498058912016912511', 0),0.3471076812991462
('-3431471508213882471-1', 0),0.20841494768349872
('-63303105339469882521-1', 0),0.13887437889949944
('-11780185483055177961-1', 0),0.1040452700017704
('5660329228242310719-11', 1),0.3
('-57440215372065550591-1', 0),0.396
('14829854323637959191-1', 0),0.42672
('-34219855260526124361-1', 1),0.4365504
('-55929580170998289051-1', 0),0.439696128
('2337351140962582496-11', 0),0.44070276096
('8729902394699980481-11', 0),0.44102488350720004
('-836777336883153137-11', 0),0.38139369169137527
('82218420708616953641-1', 4),0.018122898952292056
('-45064451713283117411-1', 4),0.033369299809857665
('-5237365021623796815-11', 1),0.18
('-3232546693621362184-11', 1),0.396
('-8194768188170472481-1', 0),0.62
('8097242141595778221-1', 2),0.4984
('47861265573200225461-1', 0),0.459488
('-750160321678358399311', 1),0.44703616
('18781175504307769481-1', 6),0.4430515712
('152033226343509226511', 0),0.3338905595995059
('7615060659953539051-1', 0),0.21090237378630597
('-873596899720427698111', 1),0.20576673784735544
('79295762193999480031-1', 1),0.006970663243137293
('10391358712895921401-1', 0),0.6920000000000001
('-598212125448919045211', 2),0.4984
('-37107133746246547511-1', 0),0.5058956800000001
('-74256684380220500131-1', 0),0.44703616
('-61725393580613471921-1', 0),0.4430515712
('-735879489265931573711', 0),0.441776502784
('-142484896970830258211', 0),0.326876258503111
('-81850568879806316571-1', 3),0.4412379138850816
('69171425718110354041-1', 0),0.15359755581723494
('79571441393048915181-1', 0),0.12682397567134604
('822184207086169536411', 2),0.14184021827975596
('-39878281371593016491-1', 0),0.7352000000000001
('-101287944776213119711', 0),0.39504
('-37320409293953540641-1', 1),0.459488
('-3003340597970095051-1', 0),0.38627267876421634
('-5055688808770620790-11', 0),0.044785479472230355
('-13680269842457873961-1', 0),0.14465751914130065
('78759968111821959931-1', 0),0.11030292298961264
('842412399154233887311', 2),0.3
('39196660422680287841-1', 1),0.396
('-5023512482034088555-11', 4),0.42672
('-2008467737847143421-1', 2),0.4365504
('8538253887413327691-1', 0),0.62
('66606342734828174811', 0),0.4984
('57879799351745480611-1', 3),0.459488
('50113174764121567941-1', 0),0.4276030976000001
('-107562196581294602211', 5),0.4430515712
('14344923949202290391-1', 0),0.32528338017903446
('67764681958343908111-1', 3),0.44136848089088
('-73885678925202702711', 0),0.3144115442602135
('-67960958092899162991-1', 2),0.3059926692121813
('29488685822553398531-1', 1),0.09865179752797892
('-16759883049975713251-1', 4),0.16176375021802014
('-21734367560433213031-1', 0),0.62
('-24155563817709693451-1', 0),0.4984
('-44944214203575047261-1', 0),0.459488
('-8587354658749484681-1', 0),0.44703616
('111215014652643235811', 0),0.4430515712
('13755425323301530441-1', 0),0.441776502784
('85768023440000254461-1', 2),0.44136848089088
('65389881367448441831-1', 0),0.4412379138850816
('333620969777038985711', 3),0.44119613244322614
('-1959906475436902961-1', 0),0.33948766883525017
('-800959542614755635411', 0),0.3040262601629414
('90078687867467146121-1', 0),0.7999960513488849
('-49325478324972184091-1', 0),0.6278529170521552
('-827580998808628850811', 0),0.412048378071296
('-21844292896340274761-1', 2),0.44703616
('807298652168877472311', 0),0.21362379925657593
('84203415954644228081-1', 0),0.05006794424873499
('412761325836346919611', 0),0.3052985635929825
('-87521059466512475551-1', 0),0.14585743608235568
('-634795731055311130611', 4),0.3
('-3319599132752819081-1', 0),0.396
('-67447704641229410981-1', 0),0.42672
('-59253392240671345351-1', 0),0.4365504
('41790930871050220341-1', 0),0.439696128
('44243726377100339911-1', 0),0.44070276096
