board_hash,value
('454.04.01-1', 0),5e-324
('353.05.01-1', 3),3.727743211159476e-05
('253.05.0-11', 3),0.9499999999999998
('353.05.0-11', 0),0.846096219726174
('253.05.01-1', 3),8.860891027479729e-05
('354.04.0-11', 0),0.8993436393235821
('455.03.0-11', 3),0.017979663263474367
('453.05.0-1-1', 3),1.4446232811137913e-57
('352.06.0-1-1', 0),9.900000225100446e-06
('451.07.0-11', 3),1.1312532188846315e-05
('454.04.01-1', 3),6.555678004657734e-108
('354.04.01-1', 0),7.0004792569351e-05
('354.04.01-1', 4),0.0001425580202241022
('451.07.011', 0),3.7421965201325264e-05
('354.04.01-1', 1),9.828395420531704e-05
('451.07.011', 2),3.52427801170221e-05
('353.05.01-1', 1),3.483729329325683e-05
('451.07.011', 1),3.374995441204949e-05
('354.04.01-1', 3),9.55919655779903e-05
('353.05.01-1', 0),3.487415540945387e-05
('451.07.011', 4),6.216415286968375e-05
('253.05.01-1', 1),0.00011723475102024027
('353.05.011', 2),0.018326981509886618
('253.05.01-1', 4),0.000111578964583864
('353.05.011', 0),0.000709125322239413
('255.03.01-1', 1),0.03067895257636894
('253.05.01-1', 0),8.614511038575477e-05
('453.05.01-1', 3),1.3808516205483434e-105
('452.06.011', 0),0.00010920275169561149
('353.05.01-1', 2),3.539326972834993e-05
('451.07.011', 3),3.6866975017685976e-05
('454.04.01-1', 4),2.1590572836982204e-09
('35531-1', 4),0.06678193402723508
('455.03.0-1-1', 1),2.8053670106086596e-15
('354.04.0-1-1', 2),1.1816843036859156e-05
('453.05.0-11', 4),0.0021271974504052634
('353.05.01-1', 4),9.12960723447745e-05
('353.05.011', 3),0.007917606577153503
('253.05.0-11', 1),0.9499999999999998
('353.05.0-11', 2),0.7275783420008851
('452.06.01-1', 1),2.988413194707802e-11
('352.06.01-1', 2),0.00011291822377270548
('452.06.0-11', 4),0.00024647732440525656
('352.06.0-1-1', 2),9.900984403140178e-06
('451.07.0-11', 0),9.684692547315852e-06
('352.06.0-1-1', 4),8.28716354282904e-06
('451.07.0-11', 1),1.0065595302282447e-05
('352.06.0-1-1', 3),8.022163245362442e-06
('354.04.0-1-1', 1),7.711910313152447e-06
('453.05.0-11', 0),0.001064332070338781
('354.04.0-1-1', 0),6.346780506175295e-06
('253.05.0-1-1', 4),0.0011429077563747303
('352.06.0-11', 0),0.0007271860193935414
('253.05.0-1-1', 1),0.0007091686876648682
('352.06.0-11', 2),0.0008320501000923228
('352.06.0-11', 1),0.0007040250012838327
('254.04.0-1-1', 3),0.0007045986534041943
('253.05.0-1-1', 3),0.0007409376205206008
('255.03.0-1-1', 3),0.00137962836693241
('454.04.0-11', 2),0.0011419982480966623
('452.06.011', 4),0.00010722398796751584
('355.03.01-1', 0),3.6591130491572106e-05
('456.02.01-1', 0),1.0919071879958989e-07
('355.03.01-1', 1),1.275890295314131e-05
('255.03.0-1-1', 2),0.0030200662348417815
('352.06.0-11', 3),0.0008042008117911117
('254.04.0-1-1', 1),0.001769815027048528
('253.05.01-1', 2),0.0297497815099109
('453.05.01-1', 4),7.175180080493433e-12
('354.04.01-1', 2),6.896952544690403e-05
('453.05.011', 3),0.00015728939873732987
('356.02.01-1', 3),3.584427765072397e-05
('354.04.0-11', 2),0.9024430722289215
('254.04.01-1', 4),0.11464824989175834
('451.07.0-11', 4),6.124954586009735e-06
('451.07.0-11', 2),1.0666128896161674e-05
('352.06.0-1-1', 1),1.0079523762590957e-05
('355.03.0-1-1', 3),4.1443121627406e-05
('355.03.01-1', 2),4.168279853350308e-05
('453.05.01-1', 0),6.496758849846073e-244
