board_hash,value
('20805139155765639451-1', 0),0.3040272016035348
('-394337776869125841-11', 4),0.439696128
('4370778280746333693-11', 0),0.18627627483942652
('67710707256433573171-1', 4),0.20963713486495736
('73848151566726335371-1', 0),0.1676378716086628
('3458387980811316745-11', 1),0.319696128
('-9081652694882640486-11', 0),0.3336
('24995866429053741061-1', 1),0.28817235617092163
('-69553890914385489831-1', 0),0.2321396028364288
('55041690935405095031-1', 1),0.19406352534689367
('-39412072818777348771-1', 0),0.12884773799858862
('-46640675252988224981-1', 0),0.11387174976901701
('17252202279892944951-1', 4),0.319537118254924
('3746478275667035496-11', 0),0.1059548161614709
('-5227580952119817858-11', 4),0.10841981832620062
('27253531377350027901-1', 0),0.7916019200000001
('-79254427093622672871-1', 1),0.6385120629049778
('88140993352737684271-1', 0),0.506799849464883
('-14236526413112861751-1', 1),0.36000477159424
('43768905251393788571-1', 0),0.3810324696301568
('-681106612164492464011', 1),0.3629001712838902
('12877493957786353101-1', 0),0.24964277235574017
('73848151566726335371-1', 4),0.16757124918253974
('-687401326691427698311', 0),0.3
('19963523687820887301-1', 0),0.396
('-606966738385784496211', 0),0.42672
('24758027635847927601-1', 0),0.4365504
('81468726608418332881-1', 1),0.439696128
('5989070184209145451-1', 0),0.44070276096
('-689675350737450608811', 1),0.44102488350720004
('-50062942764418839611-1', 0),0.44112796272230403
('51056286334434446481-1', 1),0.4057832998789448
('-87932538588755391691-1', 0),0.44117150338276395
('77479815629422126721-1', 0),0.4411748810824845
('667123208558206347211', 4),0.441175961946395
('659339396882918926811', 0),0.11134069365468642
('-522758095211981785811', 4),0.08536987243598637
('69327895941550659-11', 1),0.3
('483220876235325784-11', 0),0.396
('-5776963465171889932-11', 0),0.42672
('18203983485430445551-1', 0),0.4365504
('-42759913656165289361-1', 0),0.4012663394304
('-840721891176351295511', 1),0.36793681349745055
('-23022770220920414881-1', 0),0.32087465450097297
('82083070333387336081-1', 1),0.2664567979910932
('5635705681112837301-1', 0),0.238211442077492
('221773106494439755111', 1),0.2507936432379582
('19046769159787780901-1', 0),0.161267379356498
('-511239149643641100411', 0),2.5513581474640966e-13
('-78793503719278531401-1', 0),0.6399999999999999
('-82704662325438266501-1', 0),0.5119994491251597
('221133873051281051-1', 1),0.4023297609723136
('21445834277384327761-1', 0),0.3166862771277089
('25818893923793990331-1', 0),0.20886006428819887
('73848151566726335371-1', 1),0.1676344448651476
('10815396022009327621-1', 1),0.62
('49052739963442444871-1', 0),0.4984
('270997094751351737011', 0),0.42272896000000004
('37864266148065183611-1', 0),0.441353139863552
('87153766566853186161-1', 0),0.3490603615380571
('8557091639551097791-1', 1),0.2817666055453745
('-53235531167220409901-1', 0),0.24810243024550488
('-91828385442440121201-1', 0),0.20899791706363752
('2460880842468822386-11', 0),0.18069680202002433
('513566081657831502-11', 0),0.14370521674530132
('-783299630082552146511', 1),0.0391903432704
('56797679301364895151-1', 0),0.2603869905471289
('-72766874982570023941-1', 0),0.2056321503449362
('43955016252298569061-1', 0),0.16256973055979385
('738481515667263353711', 0),0.12828914871486813
('-940028549335151684-11', 1),0.27599999999999997
('-32735058307963204311-1', 0),0.17876393016841796
('2916064756853459281-1', 1),0.12559358949063215
('-62478844403702007421-1', 0),0.11411851948579899
('-681463324647763494911', 0),0.1633205006521694
('33567434442494076561-1', 1),0.7352000000000001
('-32570272585135580721-1', 1),0.5281827696640001
('-17036850249157274051-1', 0),0.2779688448
('69817823328066384151-1', 1),0.26423646605344775
('3548693534552488501-1', 0),0.4430515712
('-37215777292503647801-1', 0),0.441776502784
('88767127250947604791-1', 0),0.44136848089088
('-4841264142228896116-11', 0),0.22408827657334768
('6771070725643357317-11', 1),0.119844260295537
('-336876288344685136611', 2),0.3
('41165417258144287141-1', 0),0.396
('-58915372205015599071-1', 0),0.42672
('643110086840658259211', 0),0.4365504
('75340265847752824801-1', 1),0.339054249426944
('47725022875261874081-1', 0),0.3009259397664578
('-15540767546082164241-1', 1),0.31145387696318216
('33362096977703898571-1', 1),0.27030008446706816
('-1959906475436902961-1', 0),0.29557418484872944
('-8009595426147556354-11', 1),0.40587091135094644
('-4506445171328311741-11', 0),0.32404457528080954
('-5597088612627911705-11', 1),0.09935999999999998
('4848431822564820108-11', 0),0.38328228454400004
('-44647305274321806631-1', 2),0.5120319996435335
('-73204764328555609611', 0),0.44565598344883284
('82056362015807554581-1', 0),0.5000771137438894
('87198295417821425401-1', 0),0.40255364123807474
('25487941934856848791-1', 1),0.32275534586076254
('-30690998160709543351-1', 0),0.2581951856336887
('87074985055745095491-1', 1),0.20522180273148566
('59696649876664363531-1', 1),0.62
('47636869853350377321-1', 1),0.4984
('-73324306970197764741-1', 0),0.459488
('2980518884783258314-11', 2),0.44703616
('-5422505050449583335-11', 0),0.4430515712
('10631627194980677261-1', 0),0.4081174728704
('78841529576523663281-1', 0),0.403720718204928
('-32325569501577464681-1', 1),0.4412379138850816
('-52617097466565747851-1', 0),0.44119613244322614
('-10422805912583412911', 1),0.4411827623818324
('-21092659652419995411-1', 1),0.4411784839621864
('52095014269579552731-1', 0),0.4411771148678997
('-1470078447523289757-11', 1),0.17644237468717022
('-5160405686709096298-11', 1),0.11509060607999999
('-4548789870454556371-11', 1),0.1493379550730863
('-56265470311268426461-1', 0),0.6920000000000001
('-84189485066020092341-1', 0),0.4984
('61236156573379986651-1', 1),0.459488
('-80782787245317419241-1', 0),0.44703616
('-91978271818732045301-1', 0),0.4430515712
('8058248240226813983-11', 1),0.441776502784
('-8155762434602645972-11', 1),0.264821088534528
('418107172595190835911', 1),0.24301254902608174
('-42442544499083612371-1', 0),0.25122555409607816
('13430598208867900891-1', 2),0.1945221356486877
('-56091145870866525611-1', 0),0.1612778287442436
('26243896002257283871-1', 0),0.12915205991691436
('-52275809521198178581-1', 1),0.08326108181233978
('-78244187186425581031-1', 1),0.62
('-66041538152283317511-1', 4),0.4984
('6000717062706288237-11', 0),0.459488
('-32374906268484599961-1', 0),0.44703616
('-59189777725399897041-1', 1),0.4430515712
('41777996369510595661-1', 0),0.441776502784
('58106421012520042671-1', 0),0.44136848089088
('-47729009984619326611-1', 1),0.39416318875698464
('47552337285832874701-1', 1),0.36967248551089593
('840692017847293635511', 1),0.39459779882038526
('11152226213943728151-1', 2),0.2816435978676982
('-83756012258770070231-1', 0),0.6920000000000001
('-47784802219481699351-1', 1),0.4984
('31629927352207927111-1', 0),0.459488
('-5664623817485402697-11', 0),0.39026851635200005
('4700110458584479461-1', 1),0.36391374217216005
('1985973247636171511-1', 4),0.441776502784
('50314308035202751181-1', 0),0.378274160353419
('-19919500791833527301-1', 0),0.38579047964414304
('792957621939994800311', 1),0.38472302749049325
('82218420708616953641-1', 0),0.3734235932778449
('-45064451713283117411-1', 0),0.21857144510371238
('6505021121553320862-11', 1),0.09935999999999998
('52533488430835093451-1', 1),0.6295240203133884
('87513633740862205431-1', 0),0.4983242277247463
('-40253559920620322621-1', 1),0.390774190248341
('-394337776869125841-11', 0),0.23812290790854784
('4370778280746333693-11', 1),0.11442579066178976
('-119807652931261180611', 0),3.418262345671862e-05
('677107072564335731711', 1),0.1429784444430495
('60997085266190787281-1', 0),0.7352000000000001
('12391756978713731651-1', 1),0.5343040000000001
('-9732231393839930481-1', 1),0.4466700800000001
('-57769634651718899321-1', 0),0.3388632576
('11451473291121458411', 1),0.4430515712
('51931966325088330731-1', 0),0.3194697267563725
('-61160813946063490121-1', 0),0.3620601169338696
('12292360905508910891-1', 1),0.4412379138850816
('-73272888455105881911', 4),0.44119613244322614
('-27204835674977390031-1', 0),0.20933309002663414
('-31226254579201031501-1', 1),0.62
('-781867319900644865-11', 0),0.44390724608000004
('-7320476432855560961-1', 1),0.6192639104464178
('82056362015807554581-1', 1),0.4918275223056582
('51356608165783150211', 4),0.1304072190532885
('8386551666382138222-11', 1),0.3
('-5393426547813216066-11', 1),0.396
('-12897058019682417761-1', 0),0.42672
('56665525022528683251-1', 0),0.26854493184
('-80911516226590333141-1', 1),0.25474069094400004
('-3353537490584625773-11', 0),0.3122529939456
('-424425444990836123711', 1),0.1498849920630098
('13430598208867900891-1', 1),0.2023900263736026
('2611704718104819735-11', 1),0.18
('1816127138379956018-11', 2),0.396
('24427449935854997601-1', 0),0.356388093203328
('85691353265495697811-1', 1),0.35083232533782466
('-663174856741046702711', 1),0.23321214677090016
('43707782807463336931-1', 0),0.26210484336221623
('67710707256433573171-1', 0),0.20928484029884098
('8607424629265687473-11', 1),0.18
('4168809256093647419-11', 0),0.396
('-13012095675529448441-1', 1),0.1290692926787862
('9386173922159588061-1', 2),0.1763371510946508
('75915518915782731361-1', 0),0.08524301200428527
('1904676915978778090-11', 1),0.12201886760981234
('-3269568456933675427-11', 1),0.3
('-6174972671744122951-11', 2),0.3336
('55514901629496735831-1', 0),0.5100801617692278
('-827046623254382665011', 1),0.1207981728067109
('221133873051281051-1', 0),0.4084128633452419
('21445834277384327761-1', 1),0.3262558217004235
('-11980765293126118061-1', 2),0.2368961858490582
('471226472377299173611', 1),0.3
('-62400959970941742301-1', 2),0.396
('-13433814110263353021-1', 0),0.42672
('-1121067552030274531-1', 1),0.4365504
('301341059874866919511', 0),0.439696128
('-46251909870974164851-1', 1),0.44070276096
('87615275271301977961-1', 2),0.44102488350720004
('-75423851339512449441-1', 0),0.44112796272230403
('-991053533901044404-11', 1),0.11480180307674559
('567976793013648951511', 0),6.991687510076631e-06
('43955016252298569061-1', 1),0.15952846136353324
('738481515667263353711', 2),0.11388827728720775
('8192641298407561647-11', 1),0.3
('6685302933943698177-11', 1),0.396
('23785125847102694271-1', 1),0.42672
('-82510171508988083891-1', 0),0.4365504
('-87845262745302720021-1', 0),0.439696128
('-62381555396761875-11', 1),0.44070276096
('-6941956818879825018-11', 2),0.44102488350720004
('-26815699952848914811-1', 0),0.30997385809106426
('2624389600225728387-11', 1),0.2985813189976008
('-79167965227706537781-1', 1),0.7999999999999999
('-48331402760693267561-1', 1),0.6399998544369059
('59374003698080060891-1', 1),0.47095770132913395
('-78661897174240705151-1', 0),0.39646646442530487
('-66317485674104670271-1', 0),0.3276636831321642
('43707782807463336931-1', 1),0.2584402219475395
('67710707256433573171-1', 2),0.20954339974675854
('-169393104119683693811', 0),0.3
('-74600057448894185661-1', 2),0.396
('-804953633478085275811', 1),0.42672
('134305982088679008911', 1),0.11282123977505269
('-56091145870866525611-1', 1),0.16741254749041878
('11792580512922029581-1', 0),0.10339858012128518
('5637974706768389258-11', 1),0.3
('-50231088381355088781-1', 1),0.396
('-57364342863310671701-1', 0),0.42672
('7772183489423172911-11', 0),0.4365504
('3414622024183665797-11', 3),0.439696128
('-4282484942541212067-11', 0),0.4054465400832
('36052632008697855151-1', 2),0.40531769106432003
('-677938315783750495711', 1),0.28378139585548356
('-45487898704545563711-1', 1),0.17161832222014053
('1863780601818295231-1', 0),0.7999890315246799
('-50560424377660644031-1', 0),0.6396314279039426
('-27702155607865001611-1', 1),0.4721607098709812
('-48568560937264302861-1', 0),0.3825360489214798
('-30864992512935487971-1', 1),0.26763717418337774
('75526666992749686191-1', 1),0.18223428971652772
('23225337996588287941-1', 0),0.151797563656792
('18688376103548252421-1', 0),0.12644766714982003
('-4751732888479531511-11', 3),0.44119613244322614
('5135660816578315021-1', 2),0.1274412404486215
('-605187402702663699211', 0),0.3
('-64951304013290284861-1', 0),0.3336
('251355228700587050411', 0),0.02438702899199999
('46469455447398412481-1', 1),0.2735206968911169
('-6700547653824506081-1', 0),0.19232679412951675
('72916729551857718111-1', 1),0.1539947012357734
('870749850557450954911', 1),0.12965732146131445
('37464782756670354961-1', 3),0.10595435383279743
('78345961941061990171-1', 1),0.62
('32265220794360201451-1', 0),0.4984
('-1327348181095049734-11', 2),0.459488
('-713528772368513619611', 0),0.44703616
('33392760640096147591-1', 0),0.40888251392
('74129218325023771871-1', 0),0.4048633745408
('86164705598606530791-1', 0),0.3763225490325504
('55776844631340827931-1', 1),0.39094350621507584
('16663334836430568481-1', 0),0.39925310848686885
('-487730498875772739211', 1),0.2678683547150447
('12715564984816747041-1', 1),0.13064743959963185
('-522758095211981785811', 3),0.08587897362297958
('65603356216571367-11', 1),0.3
('-2159043719563919656-11', 1),0.396
('-19647573847472006981-1', 2),0.42672
('-65766026106550247671-1', 1),0.4365504
('3858094894416498067-11', 0),0.439696128
('1614933510311692401-11', 2),0.44070276096
('260610872919126250411', 0),0.44102488350720004
('-454878987045455637111', 0),0.12355412658605353
('-30012943012140068721-1', 0),0.7916019200000001
('-9461254030969884281-1', 1),0.5150281715972932
('4967381428938823311-1', 1),0.3149049349473859
('-33860450670748864861-1', 2),0.35284806223346526
('-67879547677383407201-1', 1),0.31808851372165214
('437077828074633369311', 0),0.1894632555416778
('-875926929835635278411', 1),0.3
('-23022751243686868811-1', 0),0.5025220367974574
('44737078959754803601-1', 1),0.37622624389174936
('-28314143316576522421-1', 1),0.2651279547581843
('49751593222200105551-1', 2),0.29923442982272036
('32681493586222153821-1', 1),0.17426736221188707
('-41789630122738163581-1', 0),0.15752642327192304
('7652193966590439021-11', 2),0.3667793078321897
('888044921690513566711', 0),0.12259028315602943
('75673490811426826681-1', 1),0.17743277769722618
('5962919756649640021-1', 1),0.14249213259446508
('-69580941122460338211-1', 0),0.14159651509047091
('1943803270688159830-11', 1),0.18
('-12617640811416006391-1', 1),0.36548480000000005
('8100471669208049152-11', 2),0.42672
('65649912000451419471-1', 0),0.31129015282767036
('74149269260976397711-1', 0),0.24590891477301038
('-119807652931261180611', 1),0.02397911320098649
('37464782756670354961-1', 2),0.10342248934567007
('-407217572654035307011', 1),0.3
('74964573338451241421-1', 1),0.18873791425018677
('-21815594374165088841-1', 2),0.352032
('26935063854090837341-1', 0),0.15736044443196084
('-7734325611972958811-11', 0),0.15069878969823844
('3746478275667035496-11', 1),0.1379105008807006
('-22242990401020124541-1', 1),0.62
('-516678427082392998711', 1),0.4984
('43431482198876310031-1', 1),0.459488
('-31891236711119327601-1', 2),0.44703616
('37016532746429239701-1', 0),0.4430515712
('-47176338873864791721-1', 0),0.441776502784
('4708963311541127038-11', 1),0.44136848089088
('5810642101252004267-11', 1),0.4412379138850816
('-47729009984619326611-1', 0),0.44119613244322614
('647952090175078067-11', 1),0.3
('32738096514046272681-1', 1),0.396
('26005588461821904481-1', 2),0.42672
('-6886851363220391833-11', 1),0.4365504
('1474731706047168583-11', 0),0.439696128
('-223545416772688010711', 1),0.44070276096
('-75734829348211356051-1', 1),0.405786433487084
('2948868582255339853-11', 1),0.4058377257045197
('-16759883049975713251-1', 2),0.3101047708629278
('-14700784475232897571-1', 0),0.17348414417818964
('-18210240686176971841-1', 1),0.7352000000000001
('-7674477301607576274-11', 0),0.52048
('73928358058610634831-1', 0),0.43284362240000007
('321780952781675821-1', 1),0.35877053603840003
('578501903012124918611', 1),0.4430515712
('-85088895514841707921-1', 2),0.3774305236741725
('7855015802246848221-1', 1),0.23147805964407908
('59668457223239348771-1', 0),0.19410847359983285
('-73076678097406586741-1', 1),0.1536293811975725
('-36242238637844779601-1', 1),0.1400727304279313
('1813607734501887301-1', 1),0.13126419236372153
('210466841575601962-11', 2),0.27386877098610596
('11829257286225934801-1', 0),0.7860032
('-245146473689700579811', 5),0.4984
('78861608421794508571-1', 0),0.5875845345280001
('-68682060099355918241-1', 1),0.4572269395804161
('-50699331912145293311-1', 0),0.36738021602392634
('40084518886235576041-1', 0),0.30041017125945735
('-83365593510979894111-1', 1),0.2547970883660857
('-17502553490601252331-1', 1),0.23070415271068037
('-28276813998521543941-1', 2),0.3045859610807733
('-32325466936213621841-1', 1),0.17151523201198035
('-56086079446544873771-1', 1),0.62
('19457849428670297731-1', 1),0.4984
('-73651606330536132641-1', 0),0.459488
('-46064790555084323881-1', 5),0.44703616
('44096490103604345771-1', 0),0.4430515712
('771101759528486168611', 1),0.441776502784
('83451390111838355411-1', 0),0.44136848089088
('-631784685802390021911', 0),0.4412379138850816
('-7499619410264330231-1', 1),0.44119613244322614
('-1951199444175215127-11', 1),0.4411827623818324
('-800959542614755635411', 2),0.4058842052452115
('57256393191810810671-1', 0),0.62
('-87708783651323298601-1', 0),0.4984
('92171757476480170681-1', 1),0.459488
('-73006408143758011981-1', 3),0.44703616
('-2112215843652071411', 0),0.4430515712
('-5125664509019118601-1', 1),0.441776502784
('10750617721175874241-1', 1),0.44136848089088
('-6134033134191968526-11', 0),0.4412379138850816
('24051478871830044751-1', 5),0.44119613244322614
('-800959542614755635411', 0),0.2802113991879561
('-450644517132831174111', 1),0.10519654079166452
('669956211828580517411', 0),0.03888
('32953121163566729561-1', 3),0.352032
('-67896799679168543961-1', 0),0.3901079061653751
('-271662698844919194311', 0),0.367156808695808
('86649014351812630131-1', 0),0.33329547339038723
('437077828074633369311', 1),0.199326059870419
('67710707256433573171-1', 3),0.20690627584866356
('-409461813596055478411', 0),0.3
('-13123640621945701481-1', 1),0.396
('86390633590847877421-1', 2),0.42672
('3731872371712770169-11', 0),0.4365504
('-1022698178030273524-11', 3),0.439696128
('199077487337276310911', 0),0.1235184358765891
('38584818321130504131-1', 0),0.62
('-28568848259311775691-1', 1),0.4984
('79227234327359695241-1', 2),0.459488
('559125686745732706-11', 0),0.44703616
('757746073911153158611', 5),0.4430515712
('-9990837270840336291-1', 0),0.441776502784
('-43502229758368731231-1', 0),0.40605900241960957
('59265012290440098531-1', 1),0.4412379138850816
('-526981402551702321211', 2),0.44119613244322614
('-18630741741178045881-1', 0),0.19622341385692793
('4926995487893885421-1', 3),0.4411784839621864
('65933939688291892681-1', 0),0.21051288778335323
('14630330131631668211-1', 2),0.62
('-238138948566037567611', 0),0.4984
('46695875485354038541-1', 1),0.4740928
('56499862895371271361-1', 1),0.44703616
('6772589464120807233-11', 0),0.4430515712
('2858382125640184071-1', 1),0.441776502784
('33565832546538966311-1', 2),0.44136848089088
('24429122996888659571-1', 0),0.4412379138850816
('1671547726356466051-11', 5),0.44119613244322614
('-2345375472325705718-11', 0),0.405947571314181
('33233637384626840261-1', 0),0.23248261795618014
('-67793831578375049571-1', 1),0.19509304423503043
('3634805444006289886-11', 1),0.3
('6925467111943667005-11', 0),0.396
('128774939577863531011', 2),0.42672
('-80148529591378622511-1', 0),0.22825908193503253
('738481515667263353711', 1),0.12867106321140412
('-51123914964364110041-1', 1),0.7999999999999999
('-82704662325438266501-1', 2),0.5118985419541691
('-11980765293126118061-1', 1),0.261099913243852
('67710707256433573171-1', 1),0.2092315035133552
('37464782756670354961-1', 5),0.13202179311181841
('1485450462026999995-11', 1),0.3
('4703899508851001011-1', 1),0.396
('-3864176875010894521-1', 2),0.42672
('5088858955297286533-11', 1),0.4365504
('-3232546693621362184-11', 0),0.3645764513271492
('87485954884240011021-1', 2),0.3304612838614561
('13752847963313491111-1', 0),0.62
('23468318540281893311-1', 1),0.4984
('-12205525491652241521-1', 2),0.459488
('-35742087850763733691-1', 0),0.44703616
('3513415971297968183-11', 0),0.4430515712
('-2716626988449191943-11', 1),0.22580863687976516
('86649014351812630131-1', 1),0.3593360626489754
('437077828074633369311', 2),0.15223604130386023
('-7437266321291770909-11', 1),0.03888
('-7276687498257002394-11', 0),0.07477620956739295
('-541926405350790360911', 0),0.3
('13545867884897055841-1', 1),0.396
('69586376097805014761-1', 2),0.42672
('89734435777784930751-1', 0),0.4365504
('-8154757770995112061-11', 1),0.439696128
('1322777579680761729-11', 0),0.44070276096
('209000849286041272511', 1),0.44102488350720004
('36572314511457653891-1', 2),0.44112796272230403
('-45911582441828035421-1', 0),0.4411609480711373
('-63597065735186458171-1', 0),0.44117150338276395
('4756520258319621601-1', 1),0.4411748810824845
('-1451891425937256275-11', 1),0.11098047154116739
('-5227580952119817858-11', 2),0.08774457306951067
('2158277511701461504-11', 1),0.3
('3335032043468728279-11', 0),0.396
('78451016975986493801-1', 1),0.42672
('-17139271645723543281-1', 0),0.4365504
('-61778460139168494441-1', 1),0.439696128
('22850710325244912211-1', 2),0.44070276096
('-3672972301186629767-11', 0),0.44102488350720004
('181360773450188730-11', 1),0.19066574110002654
('21046684157560196211', 0),0.1109755215973512
('8569698010893588013-11', 1),0.3
('-4981098658766611779-11', 0),0.396
('395111466072038319811', 1),0.42672
('-9563218644596217451-1', 0),0.4365504
('-81419482094817113571-1', 1),0.439696128
('-25749690265134086901-1', 0),0.44070276096
('-6623510333169543679-11', 1),0.36822339334777165
('427000762277979455-11', 2),0.3354176845699765
('-1301209567552944844-11', 1),0.0003779238233887774
('7384815156672633537-11', 1),0.12770437636832999
('3767788811573545399-11', 1),0.3
('3770819959035468973-11', 2),0.396
('351805651145706010211', 1),0.42672
('60289091100911034191-1', 1),0.4365504
('-49982127056581673231-1', 0),0.40036807680000003
('-22345405561926044881-1', 1),0.44070276096
('-695538909143854898311', 0),0.012345874178947152
('-46640675252988224981-1', 1),0.08955572332972005
('17252202279892944951-1', 2),0.13181856748135667
('1179258051292202958-11', 0),0.1622274944057569
('89184095022411203071-1', 1),0.62
('75909383402328473161-1', 1),0.4984
('-22591382962514121091-1', 2),0.459488
('61008560211695426151-1', 1),0.44703616
('88896571407042910641-1', 1),0.4430515712
('-8638750253914800460-11', 0),0.441776502784
