board_hash,value
('44430575519807662721.07.0-1', 0),0.8573729412133237
('-73482599505699782242.06.0-1', 2),0.9499999999999998
('-30533013524853008544.04.0-1', 2),0.35
('19984001015348651972.06.0-1', 0),0.2538409530125
('14187540345336958601.07.0-1', 0),0.32333348197324996
('29281504316775041247.01.0-1', 0),0.3338315190364053
('-41414068303962322972.06.0-1', 0),0.9007961912978402
('5360294696714837424.04.0-1', 2),0.36441220905910676
('-43462601647944711903.05.0-1', 0),0.2861515025353704
('5783063227751243093.05.0-1', 0),0.33348017018435
('66372659235157215835.03.0-1', 2),0.0033911153642450006
('-79935348256236060737.01.0-1', 2),0.35
('33943450090128217013.05.0-1', 0),0.274903433
('35061241083240580505.03.0-1', 2),0.0008142067989552247
('33943450090128217012.06.0-1', 0),0.9020801351137924
('17451646426496156864.04.0-1', 0),0.6231784905687634
('55062805023022945914.04.0-1', 0),0.5604028991076722
('-81734611571146745302.06.0-1', 2),0.7295
('50158453538689722662.06.0-1', 0),0.6242449250000001
('50158453538689722662.06.0-1', 2),0.9499999999999998
('17147504237118092862.06.0-1', 2),0.9499999999907747
('69739533482711052104.04.0-1', 2),0.245
('4875248330055662423.05.0-1', 0),0.38465
('32088114065085307184.04.0-1', 0),0.47817875
('-1093251340414637352.06.0-1', 0),0.596999398384233
('61847751248396637771.07.0-1', 0),0.8370991328980169
('71327605011904700352.06.0-1', 2),0.7295
('-42132490760598427972.06.0-1', 0),0.5784347201686162
('-43508598122697165095.03.0-1', 2),5.5221383712196056e-06
('48496678233963137901.07.0-1', 2),0.9469479961721794
('17211520026901358141.07.0-1', 0),0.8650651344776534
('18012562355187485034.04.0-1', 2),0.17149999999999999
('-21639799927323091272.06.0-1', 0),0.307181
('778609626508531383.05.0-1', 0),0.5617610025124999
('-919874875354574142.06.0-1', 2),0.9499999999999998
('54493106869780933185.03.0-1', 2),0.35
('41371059706687536514.04.0-1', 0),0.44975
('1515587084750336983.05.0-1', 0),0.47817875
('29281504316775041244.04.0-1', 0),0.3166685840298666
('53490966317357134673.05.0-1', 2),0.9492672138809403
('55388531437364203735.03.0-1', 0),0.896874090714225
('22546537576468015871.07.0-1', 2),0.9499999999999998
('-73335289155801716144.04.0-1', 2),0.006920643600500001
('-36908302779400520992.06.0-1', 0),0.030589244714209998
('10257330033284477454.04.0-1', 0),0.26243482298277127
('-18271009459448617944.04.0-1', 2),0.127253
('-73930370481630757332.06.0-1', 2),0.8743685
('67866346191482781902.06.0-1', 0),0.3515835588994001
('-32812437487257300642.06.0-1', 2),0.635
('52275217980214431652.06.0-1', 0),0.530975
('-31310734261734018362.06.0-1', 0),0.4791082625
('43162369165632051062.06.0-1', 0),0.513067126320125
('45730521064344757633.05.0-1', 0),0.8020083639902331
('-31746434021212006684.04.0-1', 2),1.1269670145346134e-05
('5656237407566153342.06.0-1', 0),0.00010762534988805557
('55062805023022945913.05.0-1', 0),0.07800928833320538
('65196813843953241714.04.0-1', 2),0.04117715
('18691924049803297672.06.0-1', 0),0.12332556424999999
('51346995657003601131.07.0-1', 0),0.2148552171114125
('51632316451260050602.06.0-1', 0),0.34277524010228766
('7995277968672084854.04.0-1', 2),0.7085213366615
('-55744794581001158584.04.0-1', 0),0.5727212845693249
('-7595614336407206243.05.0-1', 0),0.7549204122625032
('41320343327447134001.07.0-1', 0),0.8397948682315146
('-86043193637787149211.07.0-1', 2),0.7295
('69707103807834577351.07.0-1', 0),0.5795899999999999
('54325101442554325451.07.0-1', 0),0.5161126625
('5783063227751243092.06.0-1', 0),0.8988635318628229
('10528447818443255700.08.0-1', 2),0.89705795
('480923064984873701.07.0-1', 0),0.76327675747625
('-67785182396285145151.07.0-1', 0),0.5145237198124999
('44430575519807662723.05.0-1', 0),0.5193917064412295
('-43508598122697165094.04.0-1', 2),5.5221383712196056e-06
('-43462601647944711905.03.0-1', 2),0.245
('55062805023022945915.03.0-1', 2),0.00027927293204164206
('-44924306657533932272.06.0-1', 0),0.9024998480123863
('-19497870807737419201.07.0-1', 2),0.635
('15976439698463557090.08.0-1', 2),0.635
('3709203164734458642.06.0-1', 0),0.59476775
('-78529314182570073292.06.0-1', 2),0.79565
('-24406241179437733092.06.0-1', 0),0.5392137724999999
('-50950320564941130832.06.0-1', 0),0.6172955
('29281504316775041246.02.0-1', 0),0.3530615614546965
('38143990945221037921.07.0-1', 2),0.7295
('12040669454115276101.07.0-1', 0),0.530975
('24053130381942834022.06.0-1', 0),0.5476825903538387
('38706600199440805832.06.0-1', 2),0.635
('89938878822404675412.06.0-1', 0),0.530975
('81566193618584517762.06.0-1', 2),0.9456399945316849
('22546537576468015872.06.0-1', 0),0.711286538699386
('772047037857089692.06.0-1', 2),0.841955
('-73482599505699782242.06.0-1', 0),0.6919262974999999
('-37363259857393007234.04.0-1', 2),0.35
('52275217980214431653.05.0-1', 0),0.44975
('-17172472452468482583.05.0-1', 2),0.028824005
('-79404453594330589222.06.0-1', 0),0.293185865977385
('35061241083240580506.02.0-1', 2),0.009886633715
('-23969250533977802974.04.0-1', 0),0.7768871290947835
('-79935348256236060736.02.0-1', 2),0.35
('70029882236800489343.05.0-1', 0),0.15480671795160222
('-44367721324056929452.06.0-1', 0),0.29598632876780157
('24053130381942834025.03.0-1', 0),0.42466800095898544
('-4055161009612025294.04.0-1', 2),0.35
('82722536429722228743.05.0-1', 0),0.851506559210345
('-22165782455012710133.05.0-1', 0),0.6219078607146499
('21932792435297104651.07.0-1', 0),0.5532815201264851
('29281504316775041243.05.0-1', 0),0.24112539747031297
('-79935348256236060734.04.0-1', 0),0.5745566571912935
('33943450090128217014.04.0-1', 0),0.5084725490422055
('10257330033284477453.05.0-1', 0),0.19337429133054462
('10192310377382870834.04.0-1', 2),0.020606569414550004
('15796548756863545744.04.0-1', 0),0.530975
('67866346191482781903.05.0-1', 0),0.0015826410678186204
('-20552178144953704133.05.0-1', 0),0.34541811622604895
('-54771731181228419432.06.0-1', 2),0.79565
('-14796334735561546422.06.0-1', 2),0.9240583955
('17211520026901358142.06.0-1', 0),0.79780338705079
('40755390135908240591.07.0-1', 2),0.841955
('40345791975126380861.07.0-1', 0),0.6456701749999999
('-37296331457702316512.06.0-1', 0),0.4490674683520983
('53490966317357134678.00.0-1', 2),0.245
('-25427333151544272692.06.0-1', 2),0.8743685
('32088114065085307182.06.0-1', 0),0.7082540285
('22546537576468015871.07.0-1', 0),0.6588670999999999
('-919874875354574143.05.0-1', 0),0.42567309848940693
('778609626508531385.03.0-1', 0),0.45962525
('-73482599505699782243.05.0-1', 0),0.43110787243475
('31281840659764024151.07.0-1', 0),0.342073614608075
('77463062646885310944.04.0-1', 2),0.0588245
('-30533013524853008542.06.0-1', 0),0.159414395
('-29314853864539066904.04.0-1', 2),0.35
('-50505367614242507172.06.0-1', 0),0.44975
('-49238183594922767733.05.0-1', 0),0.47817875
('91074651441727374932.06.0-1', 0),0.48628094374999997
('44233691432623018462.06.0-1', 0),0.48859006896875
('77742138327372339962.06.0-1', 0),0.26643091521910767
('-68807583618657560511.07.0-1', 2),0.8743685
('-41445460065892409831.07.0-1', 0),0.7967285213216405
('-35108259336021357986.02.0-1', 2),0.35
('23481021256982129942.06.0-1', 0),0.41457499999999997
('-40385806091422940932.06.0-1', 0),0.4668051074375
('-34855480588988600402.06.0-1', 2),0.89705795
('26855361477361601032.06.0-1', 0),0.7384108286
('75542577334200922262.06.0-1', 2),0.7295
('41605203438158366471.07.0-1', 2),0.9318408768499999
('-19497870807737419201.07.0-1', 0),0.7998718485087499
('-23969250533977802973.05.0-1', 0),0.8015367775458169
('53490966317357134674.04.0-1', 2),0.9478635973205256
('55388531437364203734.04.0-1', 0),0.8908491958097938
('35061241083240580504.04.0-1', 2),0.028824005
('-43462601647944711903.05.0-1', 2),0.12004999999999999
('-14796334735561546422.06.0-1', 0),0.27341068999999996
('-58992274033442493731.07.0-1', 0),0.34149745573182755
('-80367763896855458763.05.0-1', 0),0.48628094374999997
('61847751248396637774.04.0-1', 0),0.4804556721285073
('-28681191591197112205.03.0-1', 2),0.35
('-76425242699622317862.06.0-1', 0),0.49579999999999996
('-41894220628408045784.04.0-1', 2),0.35
('47156193553757263262.06.0-1', 0),0.44975
('89059657806597198061.07.0-1', 0),0.19794112349824747
('81064086799575152662.06.0-1', 0),0.31260868647059037
('-36194972149494699456.02.0-1', 0),0.48859006896875
('64910191565189438064.04.0-1', 2),0.245
('-31848586514134711963.05.0-1', 0),0.38465
('-24406241179437733094.04.0-1', 0),0.44435037499999996
('-36908302779400520995.03.0-1', 2),0.17149999999999999
('-5559478259462778851.07.0-1', 0),0.5259292175
('30833643820309311132.06.0-1', 2),0.937288613795
('90171036858207269332.06.0-1', 0),0.841232127332075
('-48394085954028956522.06.0-1', 2),0.635
('-86251057411900867393.05.0-1', 0),0.530975
('-42132490760598427975.03.0-1', 0),0.53456641499375
('89194304669264423982.06.0-1', 2),0.635
('-54538656093140390802.06.0-1', 0),0.514560944375
('16346691529240042282.06.0-1', 0),0.26257233840408484
('-17172472452468482584.04.0-1', 2),0.35
('40694813406558143761.07.0-1', 2),0.9240583955
('-41414068303962322972.06.0-1', 2),0.635
('66372659235157215836.02.0-1', 2),0.009886633715
('-14796334735561546424.04.0-1', 0),0.44947618624999996
('-919874875354574144.04.0-1', 0),0.5785162538504749
('55062805023022945914.04.0-1', 2),0.0201768035
('32088114065085307183.05.0-1', 0),0.45962525
('35061241083240580507.01.0-1', 2),0.028824005
('-84176021849688027684.04.0-1', 2),0.245
('42459027759708252243.05.0-1', 0),0.38465
('-54771731181228419433.05.0-1', 0),0.44435037499999996
('42459027759708252243.05.0-1', 2),0.009886633715
('-54771731181228419432.06.0-1', 0),0.09928716847069999
('-44924306657533932273.05.0-1', 0),0.14710863035964117
('-31848586514134711963.05.0-1', 2),0.245
('80913784527017709346.02.0-1', 2),0.245
('81566193618584517763.05.0-1', 0),0.3699316790225
('-36194972149494699452.06.0-1', 0),0.4330367885847556
('82722536429722228743.05.0-1', 2),0.0588245
('-43433083859887944343.05.0-1', 0),0.5378571764275819
('2424678676501492241.07.0-1', 2),0.9456399945316849
('80650631874694128491.07.0-1', 2),0.841955
('86944882395169569472.06.0-1', 0),0.67163937875
('50056798536678283692.06.0-1', 0),0.5680720984664881
('-41445460065892409832.06.0-1', 0),0.5020121330301467
('-37022355142283679624.04.0-1', 2),0.245
('-17172472452468482583.05.0-1', 0),0.38465
('-79404453594330589223.05.0-1', 0),0.47817875
('-53294426273934488451.07.0-1', 2),0.937288613795
('90171036858207269331.07.0-1', 0),0.6954043175
('80913784527017709344.04.0-1', 2),0.06382371132007957
('81566193618584517762.06.0-1', 0),0.13714684342450328
('-13083436328537364642.06.0-1', 0),0.29317401774568647
('83661931323356148503.05.0-1', 2),0.0033911153642450006
('30833643820309311132.06.0-1', 0),0.018249620582859474
('90343059354733614301.07.0-1', 0),0.047031182043204826
('49070697614415888184.04.0-1', 0),0.4339017437080318
('63891164049736858004.04.0-1', 2),0.635
('38706600199440805834.04.0-1', 0),0.530975
('63482822823276150462.06.0-1', 0),0.501327875
('-74098318521106345042.06.0-1', 0),0.492878444375
('-70255941184504970834.04.0-1', 0),0.490470356646875
('-37296331457702316514.04.0-1', 0),0.4881927396066434
('72474047011132013812.06.0-1', 2),0.841955
('-13578562004106488901.07.0-1', 0),0.8167504818680604
('-55744794581001158584.04.0-1', 2),0.028824005
('-36194972149494699454.04.0-1', 0),0.5874922521855223
('-6782562326601105122.06.0-1', 2),0.79565
('6176133793355213461.07.0-1', 2),0.89705795
('55388531437364203733.05.0-1', 2),0.9456399945316849
('41798233463526626771.07.0-1', 2),0.841955
('-19216608732665155001.07.0-1', 0),0.530975
('-79935348256236060734.04.0-1', 2),0.04117715
('-64330499457292388206.02.0-1', 2),0.35
('22659080022990941304.04.0-1', 2),0.0201768035
('-70567224773955961592.06.0-1', 0),0.095864522915
('-54538656093140390801.07.0-1', 0),0.184702138711475
('55062805023022945916.02.0-1', 2),0.006920643600500001
('69710020473079996111.07.0-1', 2),0.89705795
('22642579101085887497.01.0-1', 2),0.35
('-37682275690461076225.03.0-1', 0),0.44975
('-36265852446853521964.04.0-1', 0),0.5688975875
('86944882395169569474.04.0-1', 0),0.5032956498125
('-64330499457292388205.03.0-1', 2),0.245
('-73482599505699782244.04.0-1', 0),0.5839939729680275
('-90992970420240869732.06.0-1', 2),0.79565
('-20552178144953704132.06.0-1', 0),0.5795899999999999
('66372659235157215837.01.0-1', 2),0.0011631525699360352
('-37682275690461076222.06.0-1', 2),0.7295
('-23262319322337665544.04.0-1', 2),0.004844450520350001
('-3121412461956567772.06.0-1', 0),0.02279313969824675
('-17501722973693904641.07.0-1', 0),0.05860077460815076
('1515587084750336982.06.0-1', 0),0.48628094374999997
('17986624578611388622.06.0-1', 2),0.635
('61500003938427779482.06.0-1', 0),0.530975
('28569740980623805792.06.0-1', 0),0.50051190875
('58998983884187250876.02.0-1', 2),0.35
('-31310734261734018364.04.0-1', 0),0.44975
('40159584305627408021.07.0-1', 2),0.7295
('5656237407566153343.05.0-1', 2),0.35
('5360294696714837426.02.0-1', 2),0.245
('64636879310219808607.01.0-1', 2),0.35
('21043845942550548531.07.0-1', 2),0.7295
('81566193618584517764.04.0-1', 0),0.42220132489602497
('53490966317357134677.01.0-1', 2),0.35
('2687491243839007282.06.0-1', 0),0.68054483995625
('-42132490760598427973.05.0-1', 0),0.5202980561960813
('22864585267687949514.04.0-1', 2),0.35
('-79272491928508786882.06.0-1', 0),0.44975
('19173309835494477104.04.0-1', 2),0.35
('53507362252564904253.05.0-1', 0),0.44975
('30146239216189381632.06.0-1', 0),0.47817875
('-24502685616973759611.07.0-1', 0),0.49966520918749996
('-14796334735561546423.05.0-1', 0),0.439625863775
('-80367763896855458762.06.0-1', 0),0.38584419486610433
('-15772114863513046152.06.0-1', 2),0.7295
('88133801569673957174.04.0-1', 2),0.35
('-68436918920983677093.05.0-1', 0),0.44975
('20890176470811663262.06.0-1', 0),0.515700125
('2687491243839007284.04.0-1', 0),0.48628094374999997
('61847751248396637772.06.0-1', 0),0.4552807416653449
('-11051449214683610961.07.0-1', 2),0.841955
('26855361477361601031.07.0-1', 0),0.6316819124022499
('-70567224773955961593.05.0-1', 0),0.303164225
('-36908302779400520994.04.0-1', 2),0.35
('-58603169996425110553.05.0-1', 0),0.19061060581806114
('-70255941184504970832.06.0-1', 0),0.3083627307569769
('-37296331457702316513.05.0-1', 0),0.4700355461385889
('-13083436328537364641.07.0-1', 2),0.635
('39514796125053434642.06.0-1', 2),0.937288613795
('-22165782455012710134.04.0-1', 0),0.6446149758221875
('-18271009459448617947.01.0-1', 2),0.35
('11727858460981178921.07.0-1', 0),0.672064025
('-56002776648596168911.07.0-1', 0),0.5579075
('-30224749062764358534.04.0-1', 2),0.35
('-20552178144953704134.04.0-1', 0),0.48622593098998945
('77568452437409215911.07.0-1', 2),0.79565
('26214537079282776191.07.0-1', 0),0.5984427499999999
('-64255718689775217112.06.0-1', 2),0.635
('80650631874694128493.05.0-1', 0),0.530975
('-27493602314399945681.07.0-1', 2),0.89705795
('-82336975823367748561.07.0-1', 0),0.67457144075
('-43433083859887944342.06.0-1', 0),0.560063586620312
('83661931323356148504.04.0-1', 2),0.245
('49070697614415888183.05.0-1', 0),0.4194843434331577
('17451646426496156863.05.0-1', 0),0.48683576772304415
('55062805023022945915.03.0-1', 0),0.4887481938010676
('49070697614415888182.06.0-1', 0),0.5748127100891212
('22496118916994902951.07.0-1', 2),0.8743685
('-50573740863641881390.08.0-1', 2),0.635
('-11051449214683610961.07.0-1', 0),0.530975
('30146239216189381631.07.0-1', 0),0.63114308375
('84815117108260322711.07.0-1', 2),0.8743685
('45100235426695413072.06.0-1', 2),0.7295
('-22165782455012710135.03.0-1', 0),0.5947181271958174
('6761799133453316681.07.0-1', 0),0.630492425
('66372659235157215838.00.0-1', 2),0.245
('10129788105702557441.07.0-1', 0),0.705274996704955
('-35108259336021357984.04.0-1', 2),0.35
('1963248039141283904.04.0-1', 2),0.35
('1230335905536671012.06.0-1', 0),0.44975
('-86251057411900867394.04.0-1', 0),0.47817875
('-82048983457683433681.07.0-1', 0),0.557840291975
('24053130381942834024.04.0-1', 0),0.45254561147600647
('48230867988762987681.07.0-1', 0),0.7500323582749999
('51040068373867276091.07.0-1', 0),0.543515134625
('59789770880758608402.06.0-1', 0),0.5579075
('70917456173011528842.06.0-1', 0),0.59625972125
('-82933059136460223001.07.0-1', 2),0.8743685
('-62596017791282034942.06.0-1', 2),0.635
('-86043193637787149212.06.0-1', 0),0.530975
('54199824316266977234.04.0-1', 2),0.35
('45100235426695413073.05.0-1', 0),0.44975
('55943821443387938367.01.0-1', 2),0.35
('-41414068303962322973.05.0-1', 0),0.455166425
('44430575519807662725.03.0-1', 0),0.5771013390601243
('68674931026920194512.06.0-1', 2),0.635
('2446545493989355442.06.0-1', 0),0.530975
('-85601664513027785252.06.0-1', 0),0.501327875
('-43165439367730066035.03.0-1', 0),0.492878444375
('-4335140868692399232.06.0-1', 2),0.7295
('-34152770700638194072.06.0-1', 0),0.5795899999999999
('31626187434172746432.06.0-1', 0),0.6805498317875
('-52576456807033024500.08.0-1', 2),0.635
('30049398552352025584.04.0-1', 0),0.530975
('-91718370582542616244.04.0-1', 0),0.501327875
('1117499604533845634.04.0-1', 2),0.35
('18012562355187485036.02.0-1', 2),0.35
('778609626508531384.04.0-1', 0),0.455166425
('-43165439367730066032.06.0-1', 2),0.635
('-55537908234013585645.03.0-1', 2),0.35
('50158453538689722663.05.0-1', 0),0.2263864173897122
('4096755199025385312.06.0-1', 2),0.635
('84815117108260322713.05.0-1', 0),0.6207499999890496
('12276402925015041535.03.0-1', 0),0.4868295346000253
('5656237407566153344.04.0-1', 2),0.35
('-82225331191724326044.04.0-1', 2),0.635
('-6782562326601105124.04.0-1', 0),0.530975
('-23969250533977802972.06.0-1', 0),0.61229033375
('14187540345336958608.00.0-1', 2),0.245
('49070697614415888186.02.0-1', 0),0.44722657250889747
('17052102095236197851.07.0-1', 0),0.6997775675
('-59490323607272718283.05.0-1', 2),0.35
('47030087105836378802.06.0-1', 0),0.44975
('31597246445500938081.07.0-1', 0),0.47817875
('-43433083859887944345.03.0-1', 0),0.4982457806463319
('-79404453594330589224.04.0-1', 0),0.45962525
('70917456173011528841.07.0-1', 0),0.6172955
('55898688770379293862.06.0-1', 0),0.52623656680625
('-57662576752055522064.04.0-1', 2),0.35
('-59490323607272718283.05.0-1', 0),0.44975
('47030087105836378804.04.0-1', 0),0.47817875
('5783063227751243094.04.0-1', 0),0.38943574686430876
('-86251057411900867391.07.0-1', 0),0.1879555224289295
('-90830662052216800772.06.0-1', 2),0.7295
('12276402925015041533.05.0-1', 0),0.41821427676701245
('-84092585812257487764.04.0-1', 2),0.35
('75542577334200922263.05.0-1', 0),0.44975
('33943450090128217012.06.0-1', 2),0.635
('-75576576253546712950.08.0-1', 2),0.7295
('10528447818443255701.07.0-1', 0),0.530975
('-919874875354574142.06.0-1', 0),0.645670175
('-57079838058343679082.06.0-1', 0),0.64712874020825
('-44924306657533932272.06.0-1', 2),0.635
('-66295364981220557781.07.0-1', 2),0.635
('56314652034512793792.06.0-1', 0),0.530975
('69707103807834577352.06.0-1', 0),0.501327875
('-42005200152089179671.07.0-1', 2),0.635
('-25427333151544272692.06.0-1', 0),0.530975
('58797104596548147631.07.0-1', 2),0.635
('-90706711218978504631.07.0-1', 0),0.530975
('69932501611660919522.06.0-1', 0),0.501327875
('12040669454115276103.05.0-1', 0),0.492878444375
('-25412267169177834582.06.0-1', 2),0.635
('41605203438158366471.07.0-1', 0),0.5579075
('71575699267197452154.04.0-1', 2),0.635
('-34855480588988600404.04.0-1', 0),0.530975
('-43462601647944711906.02.0-1', 2),0.35
('44430575519807662722.06.0-1', 0),0.613008550821883
('-54094965305224039721.07.0-1', 2),0.7295
('-47286253743218412061.07.0-1', 0),0.5795899999999999
('4782796062206697881.07.0-1', 0),0.5161126625
('67866346191482781904.04.0-1', 0),0.4240295523498125
('12276402925015041534.04.0-1', 0),0.4612058494985417
('-52613906978755324964.04.0-1', 2),0.35
('19208088025469275673.05.0-1', 0),0.44975
('90343059354733614303.05.0-1', 0),0.47817875
('-1093251340414637351.07.0-1', 2),0.635
('-36265852446853521964.04.0-1', 2),0.35
('-57074727262126915973.05.0-1', 0),0.44975
('50056798536678283694.04.0-1', 0),0.47817875
('26655651897095216624.04.0-1', 2),0.635
('-657542429058475734.04.0-1', 0),0.530975
('-43462601647944711904.04.0-1', 0),0.501327875
('10192310377382870835.03.0-1', 2),0.35
('8375087078784714552.06.0-1', 2),0.79565
('26620944076950175902.06.0-1', 0),0.530975
('-68436918920983677092.06.0-1', 2),0.635
('-72240123474118177332.06.0-1', 2),0.635
('-27493602314399945682.06.0-1', 0),0.530975
('-43717438453383225552.06.0-1', 2),0.635
('86944882395169569472.06.0-1', 2),0.635
('-66337911278280548262.06.0-1', 2),0.635
('15796548756863545742.06.0-1', 0),0.530975
