board_hash,value
('-1471226457588605976-11', 0),0.3
('57940164809778773561-1', 0),0.40930688202517135
('81275943791950532831-1', 0),0.32555382779452524
('60182740000844515911-1', 0),0.26104678689754696
('-7536772063252667211-1', 0),0.21646367857791016
('-63722914344935186071-1', 0),0.18158675821790615
('23846560491230004931-1', 1),0.44102488350720004
('46330263099486579721-1', 0),0.7999999999812898
('78119355620424179321-1', 0),0.6399999860839031
('863410344797810153911', 0),0.4294190960734088
('-79010373949786271351-1', 0),0.4095851133554541
('-67500515550577417381-1', 0),0.37750546309120003
('29858861740809162251-1', 1),0.385867649859584
('-73640260470346214221-1', 0),0.44136848089088
('-1873560430421660761-11', 0),0.3578084366183008
('-873596899720427698111', 0),0.2402970597930144
('79295762193999480031-1', 0),0.19641559985597112
('82218420708616953641-1', 0),0.09976973407420114
('-45064451713283117411-1', 0),0.10660222909022998
('-52275809521198178581-1', 0),0.054982305462228674
('589867016046581101011', 0),0.3
('-47637740073893309491-1', 1),0.396
('25760377224556601041-1', 0),0.42672
('-8955765340940904288-11', 1),0.4365504
('-87147321183643724711-1', 0),0.439696128
('-70035128613007856881-1', 0),0.44070276096
('-9197085282382972564-11', 0),0.44102488350720004
('6071647049654547575-11', 0),0.36077534060447536
('46444617002430699121-1', 0),0.23863997784807756
('822184207086169536411', 1),0.2200145837339464
('-62072594800358285041-1', 0),0.6920000000000001
('-489584820824012914611', 0),0.5523526144
('-42448815528363530411-1', 2),0.459488
('359138995077201839011', 0),0.39855016960000006
('41697986560853724241-1', 0),0.380602775552
('-686820600993559182411', 0),0.394596596793344
('-50699331912145293311-1', 0),0.29893434061451607
('40084518886235576041-1', 0),0.2844977149466988
('-83365593510979894111-1', 0),0.22475071926579493
('-17502553490601252331-1', 0),0.17947918272954905
('-28276813998521543941-1', 5),0.27917885461400427
('-32325466936213621841-1', 0),0.11860387291189327
('-450644517132831174111', 0),0.06872012013737869
('-52275809521198178581-1', 1),0.06004949742502297
('-60857117312264117231-1', 0),0.62
('50676495890981136121-1', 0),0.4984
('75042450200180696211-1', 0),0.459488
('-42994358356261627051-1', 0),0.44703616
('-230783246981733279811', 5),0.4430515712
('14319725787150081701-1', 0),0.441776502784
('-2742709924312530581-1', 0),0.44136848089088
('80135892295593520291-1', 0),0.4412379138850816
('-31231952979207879891-1', 0),0.44119613244322614
('89680412911742985941-1', 1),0.4411827623818324
('2283089597352101039-11', 4),0.37052995986790116
('-522758095211981785811', 0),0.07992845961330801
('73652130476475823461-1', 0),0.6920000000000001
('25994730277217516241-1', 0),0.4984
('-74979971432739797391-1', 0),0.459488
('73702122596486169901-1', 0),0.44703616
('17701791682655011481-1', 0),0.4430515712
('-43782648389840516511-1', 0),0.441776502784
('-73252108057383360511', 0),0.3627784030319238
('89701687423399501611-1', 0),0.24941849361999036
